id;dob;dob_event_status;dob_event_data;dob_error;dob_notes;dfs;dfs_event_status;dfs_event_data;dfs_error;dfs_notes;dengrad;dengrad_event_status;dengrad_event_data;dengrad_error;dengrad_notes;weaned;weaned_event_status;weaned_event_data;weaned_error;weaned_notes;change_clan;change_clan_event_status;change_clan_event_data;change_clan_error;change_clan_notes;change_clan2;change_clan2_event_status;change_clan2_event_data;change_clan2_error;change_clan2_notes;change_clan3;change_clan3_event_status;change_clan3_event_data;change_clan3_error;change_clan3_notes;disappeared;disappeared_event_status;disappeared_event_data;disappeared_error;disappeared_notes,,,,,,
af1080;NA;;unknown;;;2017-07-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af11;NA;;unknown;;;1998-06-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-06-11;dls;fate unknown;;,,,,,,
af1104;NA;;unknown;;;2018-10-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af1107;NA;;unknown;;;2019-03-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af12;NA;;unknown;;;1998-06-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-06-13;dls;fate unknown;;,,,,,,
af13;NA;;unknown;;;1998-06-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-06-13;dls;fate unknown;;,,,,,,
af14;NA;;unknown;;;1998-08-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-08-24;dls;fate unknown;;,,,,,,
af15;NA;;unknown;;;1998-09-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-09-11;dls;fate unknown;;,,,,,,
af16;NA;;unknown;;;1998-09-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-09-09;dls;fate unknown;;,,,,,,
af17;NA;;unknown;;;1998-10-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-02;dls;fate unknown;;,,,,,,
af18;NA;;unknown;;;1998-10-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-11;dls;fate unknown;;,,,,,,
af19;NA;;unknown;;;1998-10-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-26;dls;fate unknown;;,,,,,,
af20;NA;;unknown;;;1998-11-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-11-07;dls;fate unknown;;,,,,,,
af21;NA;;unknown;;;1998-11-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-11-12;dls;fate unknown;;,,,,,,
af22;NA;;unknown;;;1998-11-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-11-14;dls;fate unknown;;,,,,,,
af23;NA;;unknown;;;1998-11-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-11-23;dls;fate unknown;;,,,,,,
af24;NA;;unknown;;;1999-05-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-05-03;dls;fate unknown;;,,,,,,
af25;NA;;unknown;;;1999-07-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-07-18;dls;fate unknown;;,,,,,,
af26;NA;;unknown;;;1999-07-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-07-08;dls;fate unknown;;,,,,,,
af27;NA;;unknown;;;1999-07-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-07-20;dls;fate unknown;;,,,,,,
af28;NA;;unknown;;;1999-08-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-08-02;dls;fate unknown;;,,,,,,
af29;NA;;unknown;;;1999-09-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-09-02;;;;check EventStatus and EventData,,,,,,
af30;NA;;unknown;;;1999-09-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-09-07;;;;check EventStatus and EventData,,,,,,
af31;NA;;unknown;;;1999-10-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-10-21;;;;check EventStatus and EventData,,,,,,
af32;NA;;unknown;;;1999-11-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-11-25;;;;check EventStatus and EventData,,,,,,
af33;NA;;unknown;;;1999-12-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-12-20;;;;check EventStatus and EventData,,,,,,
af332;NA;;unknown;;;2009-08-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af34;NA;;unknown;;;2000-04-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-04-19;;;;check EventStatus and EventData,,,,,,
af341;NA;;unknown;;;2009-11-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af35;NA;;unknown;;;2000-07-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-07-07;;;;check EventStatus and EventData,,,,,,
af36;NA;;unknown;;;2000-07-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-07-08;;;;check EventStatus and EventData,,,,,,
af37;NA;;unknown;;;2000-07-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-07-09;;;;check EventStatus and EventData,,,,,,
af38;NA;;unknown;;;2000-08-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-08-23;;;;check EventStatus and EventData,,,,,,
af39;NA;;unknown;;;2000-10-31;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-10-31;;;;check EventStatus and EventData,,,,,,
af394;NA;;unknown;;;2012-04-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af395;NA;;unknown;;;2012-05-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af396;NA;;unknown;;;2012-05-31;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af397;NA;;unknown;;;2012-06-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af40;NA;;unknown;;;2001-02-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-07;;;;check EventStatus and EventData,,,,,,
af41;NA;;unknown;;;2001-02-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-01;;;;check EventStatus and EventData,,,,,,
af42;NA;;unknown;;;2001-02-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-05;;;;check EventStatus and EventData,,,,,,
af43;NA;;unknown;;;2001-02-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-18;;;;check EventStatus and EventData,,,,,,
af44;NA;;unknown;;;2001-02-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-21;;;;check EventStatus and EventData,,,,,,
af45;NA;;unknown;;;2001-02-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-25;;;;check EventStatus and EventData,,,,,,
af46;NA;;unknown;;;2001-03-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-07;;;;check EventStatus and EventData,,,,,,
af460;NA;;unknown;;;2014-01-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af48;NA;;unknown;;;2001-03-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-16;;;;check EventStatus and EventData,,,,,,
af49;NA;;unknown;;;2001-03-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-16;;;;check EventStatus and EventData,,,,,,
af490;NA;;unknown;;;2014-12-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af496;NA;;unknown;;;2015-02-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af50;NA;;unknown;;;2001-03-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-16;;;;check EventStatus and EventData,,,,,,
af51;NA;;unknown;;;2001-03-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-26;;;;check EventStatus and EventData,,,,,,
af515;NA;;unknown;;;2016-07-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af52;NA;;unknown;;;2001-03-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-28;;;;check EventStatus and EventData,,,,,,
af53;NA;;unknown;;;2001-04-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-04-20;;;;check EventStatus and EventData,,,,,,
af54;NA;;unknown;;;2001-05-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-05-12;;;;check EventStatus and EventData,,,,,,
af546;NA;;unknown;;;2017-05-27;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af55;NA;;unknown;;;2001-05-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-05-13;;;;check EventStatus and EventData,,,,,,
af56;NA;;unknown;;;2001-06-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-06-14;;;;check EventStatus and EventData,,,,,,
af564;NA;;unknown;;;2017-11-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af568;NA;;unknown;;;2017-12-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af57;NA;;unknown;;;2001-06-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-06-21;;;;check EventStatus and EventData,,,,,,
af58;NA;;unknown;;;2001-09-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-09-11;;;;check EventStatus and EventData,,,,,,
af59;NA;;unknown;;;2001-09-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-09-11;;;;check EventStatus and EventData,,,,,,
af60;NA;;unknown;;;2001-09-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-09-20;;;;check EventStatus and EventData,,,,,,
af61;NA;;unknown;;;2001-10-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-10-13;;;;check EventStatus and EventData,,,,,,
af615;NA;;unknown;;;2019-06-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af617;NA;;unknown;;;2019-06-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af62;NA;;unknown;;;2001-10-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-10-19;;;;check EventStatus and EventData,,,,,,
af63;NA;;unknown;;;2001-12-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-12-01;;;;check EventStatus and EventData,,,,,,
af630;NA;;unknown;;;2019-07-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af64;NA;;unknown;;;2002-03-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-03-25;;;;check EventStatus and EventData,,,,,,
af65;NA;;unknown;;;1999-09-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999-09-07;;;;check EventStatus and EventData,,,,,,
af652;NA;;unknown;;;2019-09-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af66;NA;;unknown;;;2002-03-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-03-24;;;;check EventStatus and EventData,,,,,,
af662;NA;;unknown;;;2019-09-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af67;NA;;unknown;;;2002-04-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-04-09;;;;check EventStatus and EventData,,,,,,
af679;NA;;unknown;;;2019-10-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af68;NA;;unknown;;;2002-04-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-04-22;;;;check EventStatus and EventData,,,,,,
af69;NA;;unknown;;;2002-05-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-28;;;;check EventStatus and EventData,,,,,,
af70;NA;;unknown;;;2002-06-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-06-29;;;;check EventStatus and EventData,,,,,,
af71;NA;;unknown;;;2002-08-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-08-09;;;;check EventStatus and EventData,,,,,,
af72;NA;;unknown;;;2003-02-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-02-06;;;;check EventStatus and EventData,,,,,,
af73;NA;;unknown;;;2003-08-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-08-16;;;;check EventStatus and EventData,,,,,,
af74;NA;;unknown;;;2003-11-02;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-11-02;;;;check EventStatus and EventData,,,,,,
af745;NA;;unknown;;;2022-11-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af75;NA;;unknown;;;2003-11-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-11-19;;;;check EventStatus and EventData,,,,,,
af77;NA;;unknown;;;2004-05-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-05-20;;;;check EventStatus and EventData,,,,,,
af78;NA;;unknown;;;2004-07-27;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-07-27;;;;check EventStatus and EventData,,,,,,
af79;NA;;unknown;;;2004-10-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-10-16;;;;check EventStatus and EventData,,,,,,
af80;NA;;unknown;;;2004-10-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-10-28;;;;check EventStatus and EventData,,,,,,
af83;NA;;unknown;;;2005-06-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-06-16;;;;check EventStatus and EventData,,,,,,
af93;NA;;unknown;;;2007-02-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af94;NA;;unknown;;;2007-03-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af95;NA;;unknown;;;2007-03-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af96;NA;;unknown;;;2007-04-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af97;NA;;unknown;;;2007-05-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
af98;NA;;unknown;;;2007-06-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
afro;2021-08-18;;cool.beans;;;2021-10-21;;;;;2022-08-18;;;6;Graduated based on DOB;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
ag;2007-10-23;;mara.river;;;2008-02-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-08-25;dls;;;check EventStatus and EventData,,,,,,
agat;2019-02-12;;talek;;;2019-03-10;;;;DFS approved by KEH, do not change;2020-02-12;error;;27.5;Graduated based on DOB;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-25;dls;;;,,,,,
agi;NA;;airstrip;;;2003-08-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-10;;;;check EventStatus and EventData,,,,,,
agl;NA;;lakeview;;;2003-08-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-08-17;;;;check EventStatus and EventData,,,,,,
aglc;2003-06-10;;airstrip;;;2003-08-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-08-17;;;;check EventStatus and EventData,,,,,,
agp;1991-11-06;;talek;;;1991-12-27;;;;;1992-07-18;;;0.5;;1993-04-09;;;;;1995-07-30;dispersal;unknown;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-06-12;dls;;;,,,,,,
ahb;NA;;oz valley;;;2008-11-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
ahi;2013-01-25;;talek;;;2013-02-16;;;;DFS sibling was sighted, AHI is assumed according to tblLH protocol;2013-08-26;;;5;;2013-10-23;;;3.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-07-31;dls;;;,,,,,
ahus;NA;;unknown;;;2016-08-30;;;;;NA;;;;;NA;;;;;2016-08-30;dispersal;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-12-21;dls;dispersed;;,,,,,,
aj;NA;;musiara;;;2009-10-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
akba;2013-01-12;;fig.tree;;;2013-02-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-11-07;dls;;;check EventStatus and EventData,,,,,,
al;NA;;unknown;;;2001-12-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-12-18;;;;check EventStatus and EventData,,,,,,
al 517;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
al 526;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
al 583;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
al 584;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
al0001;NA;;unknown;;;2012-10-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
al0002;NA;;unknown;;;2012-10-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
al01;NA;;unknown;;;1997-06-29;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-06-29;dls;fate unknown;;,,,,,,
al02;NA;;unknown;;;1998-04-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-04-20;dls;fate unknown;;,,,,,,
al03;NA;;unknown;;;1998-09-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-09-11;dls;fate unknown;;,,,,,,
al04;NA;;unknown;;;1998-09-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-09-28;dls;fate unknown;;,,,,,,
al05;NA;;unknown;;;1998-10-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-04;dls;fate unknown;;,,,,,,
al06;NA;;unknown;;;1998-10-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-04;dls;fate unknown;;,,,,,,
al07;NA;;unknown;;;1998-10-04;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-04;dls;fate unknown;;,,,,,,
al08;NA;;unknown;;;1998-10-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-05;dls;fate unknown;;,,,,,,
al09;NA;;unknown;;;1998-10-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-05;dls;fate unknown;;,,,,,,
al10;NA;;unknown;;;1998-10-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-10-07;dls;fate unknown;;,,,,,,
al1005;NA;;unknown;;;2012-12-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-11-04;;;;check EventStatus and EventData,,,,,,
al1007;NA;;ucb;;;2013-02-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
al1008;NA;;ucb;;;2013-02-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-02-24;;;;check EventStatus and EventData,,,,,,
al1009;NA;;unknown;;;2013-02-27;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-02-27;dls;;;check EventStatus and EventData,,,,,,
al101;NA;;unknown;;;2001-04-01;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-04-01;;;;check EventStatus and EventData,,,,,,
al1012;NA;;unknown;;;2013-05-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-05-19;;;;check EventStatus and EventData,,,,,,
al1013;NA;;unknown;;;2013-03-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-03-18;;;;check EventStatus and EventData,,,,,,
al1015;NA;;unknown;;;2013-06-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-06-07;;;;check EventStatus and EventData,,,,,,
al1017;NA;;unknown;;;2013-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-07-06;dls;;;check EventStatus and EventData,,,,,,
al1023;NA;;unknown;;;2013-10-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-10-22;dls;;;check EventStatus and EventData,,,,,,
al1025;NA;;unknown;;;2013-11-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-11-17;dls;;;check EventStatus and EventData,,,,,,
al1028;NA;;unknown;;;2014-03-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-01-16;;;;check EventStatus and EventData,,,,,,
